machine_id,machine_type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,failure_binary,failure_type,sensor_aux_001,sensor_aux_002,sensor_aux_003,sensor_aux_004,sensor_aux_005,sensor_aux_006,sensor_aux_007,sensor_aux_008,sensor_aux_009,sensor_aux_010,sensor_aux_011,sensor_aux_012,sensor_aux_013,sensor_aux_014,sensor_aux_015,sensor_aux_016,sensor_aux_017,sensor_aux_018,sensor_aux_019,sensor_aux_020,sensor_aux_021,sensor_aux_022,sensor_aux_023,sensor_aux_024,sensor_aux_025,sensor_aux_026,sensor_aux_027,sensor_aux_028,sensor_aux_029,sensor_aux_030,sensor_aux_031,sensor_aux_032,sensor_aux_033,sensor_aux_034,sensor_aux_035,sensor_aux_036,sensor_aux_037,sensor_aux_038,sensor_aux_039,sensor_aux_040,sensor_aux_041,sensor_aux_042,sensor_aux_043,sensor_aux_044,sensor_aux_045,sensor_aux_046,sensor_aux_047,sensor_aux_048,sensor_aux_049,sensor_aux_050,sensor_aux_051,sensor_aux_052,sensor_aux_053,sensor_aux_054,sensor_aux_055,sensor_aux_056,sensor_aux_057,sensor_aux_058,sensor_aux_059,sensor_aux_060,sensor_aux_061,sensor_aux_062,sensor_aux_063,sensor_aux_064,sensor_aux_065,sensor_aux_066,sensor_aux_067,sensor_aux_068,sensor_aux_069,sensor_aux_070,sensor_aux_071,sensor_aux_072,sensor_aux_073,sensor_aux_074,sensor_aux_075,sensor_aux_076,sensor_aux_077,sensor_aux_078,sensor_aux_079,sensor_aux_080,sensor_aux_081,sensor_aux_082,sensor_aux_083,sensor_aux_084,sensor_aux_085,sensor_aux_086,sensor_aux_087,sensor_aux_088,sensor_aux_089,sensor_aux_090,sensor_aux_091,sensor_aux_092,sensor_aux_093,sensor_aux_094,sensor_aux_095,sensor_aux_096,sensor_aux_097,sensor_aux_098,sensor_aux_099,sensor_aux_100,sensor_aux_101,sensor_aux_102
MCH-028,L,295.86,306.84,1488,49.58,205,0,no_failure,50.364,51.909,27.958,30.631,61.375,48.477,73.017,49.679,56.811,59.554,60.47,58.853,74.916,58.155,66.899,61.023,68.082,51.122,48.437,58.337,65.941,56.525,61.569,82.247,40.911,62.168,59.743,76.486,73.17,55.996,54.794,62.333,69.628,34.737,51.55,52.72,36.931,50.83,72.779,61.324,51.426,56.304,50.904,63.025,44.26,50.89,59.094,66.586,67.954,68.454,52.94,28.125,49.466,50.719,42.608,53.503,63.846,55.61,59.647,58.109,44.389,57.352,45.532,66.482,45.459,63.203,62.829,56.54,70.378,61.391,51.796,67.979,63.607,47.98,56.174,68.468,64.154,59.177,36.028,75.068,77.68,77.241,51.192,57.936,61.453,51.5,57.442,38.531,67.618,57.488,43.873,55.717,51.439,79.474,69.777,65.876,46.998,41.144,56.401,69.813,75.062,48.671
MCH-029,L,299.92,308.39,1616,27.19,136,0,no_failure,35.784,43.178,46.356,45.51,57.141,60.646,58.494,63.544,51.425,47.304,57.664,53.545,43.094,39.753,57.244,58.455,49.054,38.629,42.238,49.475,70.038,63.516,59.611,62.002,64.159,41.918,61.841,80.711,49.588,57.384,70.905,65.779,70.283,58.214,41.829,66.947,40.368,56.785,68.929,52.092,43.796,67.708,56.456,75.037,51.352,58.632,65.095,67.118,73.268,62.236,50.895,52.123,49.113,41.72,55.468,62.857,56.393,62.87,56.715,63.013,44.854,51.074,47.21,66.661,80.232,69.806,64.404,37.403,27.557,43.727,47.502,39.121,64.342,24.851,57.005,51.3,61.481,57.091,56.723,62.745,50.273,65.233,64.858,63.963,59.172,44.014,61.661,51.387,52.111,51.464,49.835,61.556,41.58,63.643,52.081,65.926,76.648,71.608,79.643,62.235,77.998,45.355
MCH-030,L,300.23,308.57,1580,37.52,128,0,no_failure,61.618,58.807,43.495,49.061,67.592,60.99,42.17,65.178,84.162,66.008,52.427,46.072,63.364,44.189,69.687,70.621,63.168,47.206,39.427,49.387,59.589,77.618,33.603,36.993,52.916,56.294,65.133,63.497,46.883,55.948,53.883,73.746,80.752,49.134,42.414,48.436,70.319,65.623,41.691,47.429,69.686,67.372,54.738,54.435,60.59,59.855,61.802,59.481,68.712,78.621,56.793,48.585,55.172,37.094,53.116,58.214,59.259,36.789,60.588,68.086,65.121,67.31,60.692,42.97,67.215,80.959,62.818,39.843,41.355,35.593,47.506,62.966,53.87,59.107,55.715,65.786,44.931,59.785,68.095,52.703,73.034,79.083,69.026,66.854,48.324,50.116,50.393,56.577,56.829,61.818,57.089,61.152,64.957,62.616,60.784,51.049,56.108,61.915,59.869,66.452,53.34,66.37
MCH-031,H,299.59,308.1,1196,46.49,124,0,no_failure,56.713,62.785,40.085,75.107,57.442,55.082,61.184,49.938,62.98,58.154,52.35,45.484,51.093,69.849,55.11,66.589,60.014,63.223,58.248,51.219,58.931,55.471,43.96,78.005,63.525,57.599,62.641,39.192,61.992,76.334,70.12,69.135,66.885,33.393,41.046,49.02,72.525,66.064,72.404,54.123,55.82,50.024,70.223,55.639,63.759,59.592,49.963,50.273,84.304,68.788,59.755,39.335,64.18,51.906,56.834,55.122,58.428,49.036,80.878,54.442,70.133,56.946,77.943,37.885,72.203,60.233,57.011,45.819,52.515,37.826,64.198,59.645,65.758,43.879,62.182,49.053,56.432,62.031,60.063,66.591,69.108,62.095,67.44,75.029,52.57,44.798,48.783,36.286,52.997,48.985,56.516,62.476,74.038,40.238,60.442,54.718,64.819,32.511,65.299,63.312,68.128,37.071
MCH-032,L,300.17,314.08,1292,66.44,240,1,overstrain_failure,50.976,69.817,59.59,79.577,63.364,66.452,69.432,58.632,72.037,70.005,60.766,76.894,71.145,65.307,65.021,81.22,55.823,40.724,41.214,63.413,61.797,54.238,70.855,61.49,53.026,64.421,66.827,61.587,68.177,72.179,84.319,71.496,66.968,48.966,46.83,51.284,55.38,79.148,63.928,62.214,67.879,55.624,67.378,61.034,58.478,92.363,75.198,60.817,81.778,62.479,60.421,72.495,32.718,52.68,53.643,67.061,65.674,77.735,74.998,59.491,61.533,79.613,66.507,73.728,70.606,67.562,84.688,62.772,48.513,62.264,51.469,67.316,57.544,63.354,70.786,62.237,54.528,84.912,71.977,72.91,58.888,72.053,60.102,64.34,54.249,39.457,62.205,58.7,73.931,54.85,59.438,41.558,67.284,57.119,52.742,54.241,68.579,68.644,78.041,73.239,71.605,52.85
MCH-033,M,298.7,308.75,1671,30.38,153,0,no_failure,39.425,59.62,57.39,44.096,54.934,59.007,39.098,56.305,58.451,54.955,68.924,80.766,61.252,49.168,74.683,81.014,54.605,53.995,42.133,64.083,62.445,60.646,40.882,48.555,50.481,66.539,75.313,38.188,57.41,54.886,51.938,65.162,55.54,56.507,59.823,54.209,60.378,57.87,54.277,42.762,46.415,56.618,56.338,64.275,63.694,59.372,56.46,78.093,69.66,63.511,55.447,55.762,49.14,63.63,56.388,49.03,47.483,57.737,31.399,57.612,49.921,50.906,63.75,55.454,62.417,62.079,64.304,51.639,48.082,41.974,51.318,48.128,64.475,47.812,56.205,54.609,39.513,44.393,35.349,56.708,64.776,60.863,75.658,62.368,53.195,31.119,56.512,53.387,52.448,66.014,67.621,66.71,66.77,65.949,63.275,73.425,59.131,65.797,75.107,60.096,73.365,45.158
MCH-034,L,295.5,304.66,1744,43.39,41,0,no_failure,53.111,51.42,67.244,58.53,55.812,54.345,60.485,70.195,75.796,63.222,56.445,66.391,47.453,35.203,61.31,51.113,58.285,50.899,41.64,45.319,57.994,70.031,41.697,64.387,50.056,76.488,57.428,60.545,80.125,53.84,63.373,67.682,79.36,71.327,64.351,60.982,51.553,39.321,46.239,55.061,58.76,62.999,49.532,55.244,58.98,64.208,68.727,66.321,57.008,74.611,60.911,73.761,67.894,59.609,51.855,64.626,59.836,55.115,52.363,72.275,54.383,71.769,63.476,52.371,56.843,49.544,56.014,55.885,61.684,52.291,62.252,27.808,50.325,40.139,54.87,57.91,55.591,79.799,32.122,56.318,70.135,81.216,54.693,65,39.247,54.776,62.613,40.521,39.28,48.66,52.088,59.571,65.155,67.984,44.168,67.876,61.865,52.94,72.729,70.963,71.362,54.966
MCH-035,L,297.15,306.38,1382,43.03,122,0,no_failure,46.257,35.519,38.459,63.799,53.064,54.809,52.772,63.104,67.692,68.041,65.622,46.033,78.335,72.333,73.549,62.625,50.848,43.813,50.643,58.572,48.881,68.399,59.116,59.907,55.285,54.367,50.353,71.996,58.47,68.319,73.13,50.765,73.233,53.155,41.802,60.222,73.075,61.723,85.901,78.008,50.149,72.357,98.482,26.943,49.124,67.421,57.785,57.805,87.372,74.433,53.055,66.882,71.082,50.958,48.047,52.819,62.083,58.704,59.766,62.309,52.301,76.179,52.207,76.765,53.383,67.887,57.376,53.869,43.274,51.574,58.653,51.527,46.219,59.066,58.946,60.255,61.228,61.43,68.28,54.393,71.214,54.448,69.568,67.532,42.493,39.869,55.452,40.874,43.764,63.401,46.364,60.606,50.017,65.098,53.483,65.592,68.866,52.402,39.195,59.737,61.385,54.943
MCH-036,L,298.61,309.03,1416,50.97,200,0,no_failure,47.875,52.799,51.506,68.059,53.048,54.945,44.149,53.261,53.928,57.795,55.557,59.641,51.658,73.819,64.177,73.108,48.939,46.37,53.913,70.51,47.139,68.66,52.567,59.588,66.084,71.196,64.014,41.902,59.927,70.891,71.674,53.745,80.866,65.231,60.783,57.425,54.986,60.973,66.443,64.097,61.574,72.383,56.81,49.998,49.484,85.829,82.869,82.02,65.15,72.972,44.307,61.503,44.393,50.267,44.941,54.663,55.015,63.943,68.334,57.362,68.055,46.629,49.017,45.49,59.206,50.144,60.459,55.187,43.17,49.959,41.041,77.401,54.172,58.395,57.538,61.071,70.19,37.74,61.607,53.683,68.21,69.189,62.466,63.035,58.758,37.82,43.878,59.803,48.989,56.348,39.449,69.639,57.931,86.033,54.882,49.665,59.359,60.217,49.05,58.542,88.767,57.4
MCH-037,L,300.56,311.55,1563,32.09,20,0,no_failure,56.674,46.692,33.199,52.556,54.209,68.816,53.432,71.635,55.87,64.806,69.714,73.388,60.113,50.101,64.773,60.988,58.051,52.198,46.532,54.74,59.184,62.534,72.21,54.625,59.14,71.113,50.152,71.793,59.763,60.179,66.239,60.202,61.568,40.309,41.014,36.914,51.225,39.222,40.87,50.193,46.124,48.492,38.412,61.928,55.368,74.932,65.146,65.099,68.461,74.053,63.594,50.883,40.696,44.607,67.092,57.779,63.996,53.463,41.694,47.87,50.608,63.341,64.007,48.153,56.89,65.854,54.424,52.98,31.829,48.944,60.675,60.116,55.839,28.507,58.869,62.588,69.579,50.792,58.128,53.986,73.19,78.642,60.92,66.509,41.006,42.933,44.255,48.965,61.908,52.497,53.373,65.484,56.802,65.632,54.399,68.022,76.367,58.422,70.746,73.137,77.358,44.61
MCH-038,L,298.56,310.04,1611,42.75,140,0,no_failure,55.435,52.426,48.743,53.068,49.104,50.158,29.462,46.125,37.833,70.465,61.981,50.164,80.115,48.213,66.079,71.54,55.035,49.921,40.733,70.719,56.674,57.856,58.784,68.959,49.931,61.36,54.78,60.704,39.257,59.763,65.205,56.808,79.201,40.945,48.663,63.308,53.041,41.422,36.919,60.206,71.633,38.703,75.917,28.57,52.728,52.98,65.432,51.24,67.39,54.264,56.372,47.37,36.415,43.314,50.614,65.5,59.389,52.981,59.496,52.557,60.064,40.791,64.534,81.381,76.441,78.933,62.473,69.64,47.577,51.303,48.652,63.685,47.64,55.923,49.578,55.739,35.549,58.77,74.487,69.152,60.905,51.836,65.972,76.707,43.194,48.703,48.046,48.187,65.944,73.609,66.39,52.656,53.209,67.483,58.268,67.056,44.04,44.994,73.307,62.303,51.772,32.057
MCH-039,L,301.14,315.65,1294,64.64,239,1,overstrain_failure,45.774,65.837,47.382,65.422,68.19,55.575,78.939,65.168,47.552,55.704,64.408,59.271,83.4,50.561,74.393,62.749,68.346,40.603,56.233,48.103,65.628,75.28,56.017,49.799,74.386,78.644,58.213,65.802,101.476,58.025,60.959,64.786,62.996,57.38,47.332,62.842,50.363,58.435,68.554,63.983,64.009,73.083,62.569,67.553,60.093,55.412,55.882,48.977,68.04,82.886,46.16,57.068,60.095,62.625,63.881,54.072,60.539,61.888,58.35,60.039,67.194,60.249,50.616,80.264,84.717,69.365,58.756,55.387,49.118,56.441,46.875,59.239,53.081,70.803,54.462,59.604,58.59,53.463,69.171,75.581,69.834,69.77,67.888,80.22,52.146,49.047,46.553,60.829,25.113,56.484,68.008,67.544,51.432,62.697,66.873,54.209,49.964,80.752,56.928,80.608,63.025,64.188
MCH-040,M,296.75,307.59,1596,25.72,181,0,no_failure,59.199,49.408,55.273,44.311,50.823,31.687,60.886,64.27,57.656,50.73,56.101,49.318,41.417,69.065,76.558,55.095,42.639,63.252,58.496,59.923,47.756,65.405,44.323,36.924,50.185,59.036,59.756,73.897,58.001,66.305,61.986,66.162,84.979,59.575,45.416,39.599,45.689,54.628,54.042,58.948,48.795,60.724,51.137,70.797,57.013,53.774,57.299,50.149,69.547,57.831,65.279,54.883,61.585,37.547,60.217,51.515,66.651,51.479,70.204,45.166,44.31,54.26,86.328,47.587,70.236,56.322,83.435,53.261,62.605,36.561,63.425,67.694,66.169,42.528,61.78,63.767,40.925,76.199,61.179,62.621,55.135,67.122,62.182,71.761,50.603,52.252,50.727,47.23,45.718,51.237,53.25,47.266,43.903,65.624,58.728,69.008,56.494,67.211,45.88,56.104,62.453,37.812
MCH-041,L,300.28,308.37,1514,47.01,75,0,no_failure,42.124,35.227,43.284,59.673,48.597,66.739,65.669,59.088,77.591,62.269,57.788,56.701,54.155,48.347,62.254,62.617,54.341,50.152,64.288,46.893,50.431,72.62,50.202,48.517,61.026,48.416,56.121,55.162,63.718,50.234,70.979,55.524,81.518,45.912,54.704,47.765,52.75,54.995,77.895,66.421,74.592,52.396,48.036,47.407,48.89,55.477,68.593,67.67,64.492,52.828,48.016,64.693,61.917,75.882,45.25,43.63,50.398,61.482,47.778,55.214,68.129,61.821,56.254,58.215,59.151,57.854,78.352,54.384,48.209,48.32,57.286,40.083,57.632,43.171,60.697,54.785,45.398,74.28,54.004,63.002,63.431,57.375,61.47,67.505,47.493,58.609,52.96,39.928,50.283,53.159,68.399,68.686,67.31,35.522,59.378,60.26,58.418,46.48,54.644,60.031,81.687,42.775
MCH-042,M,293.88,303.26,1382,46.41,193,0,no_failure,54.427,52.005,51.259,52.938,47.133,68.047,62.044,64.839,66.824,54.848,64.836,68.482,58.96,78.637,55.729,81.733,59.525,73.45,55.29,53.729,45.812,51.532,41.906,77.083,65.873,45.81,63.829,56.585,95.037,65.967,61.526,66.018,69.605,43.034,59.277,62.643,52.359,57.752,54.933,55.919,61.054,57.218,49.82,95.675,63.637,54.357,56.691,48.841,74.722,61.849,41.485,53.271,43.223,35.305,50.953,59.963,53.48,48.881,58.903,62.465,59.926,70.836,61.428,59.113,72.305,57.03,57.886,43.519,68.047,46.134,52.32,59.161,40.195,58.924,56.015,73.756,60.129,70.471,51.439,69.58,75.73,32.492,54.692,65.603,54.339,47.054,61.03,65.494,40.64,51.464,49.227,68.747,63.352,68.722,60.288,56.389,65.647,78.159,64.535,65.911,82.383,49.563
MCH-043,L,299.48,309.8,1302,39.21,206,0,no_failure,59.454,49.757,59.791,61.747,39.418,51.941,51.593,40.267,50.983,48.635,56.521,58.836,53,74.739,64.478,68.42,68.907,73.561,72.917,55.918,54.108,53.539,73.973,61.589,64.2,61.043,51.501,39.519,80.328,67.283,64.68,66.514,61.492,46.94,43.924,43.032,38.548,58.273,55.19,58.812,52.814,48.755,62.184,62.457,54.146,61.241,62.76,37.818,54.585,72.431,54.773,55.021,35.743,37.812,60.522,50.53,58.9,52.221,52.898,64.105,59.218,56.863,56.852,57.637,50.581,81.574,66.433,39.004,62.64,46.83,59.697,59.385,48.273,43.053,48.959,53.039,53.042,43.026,73.702,67.622,72.417,66.611,44.439,47.507,51.783,48.218,48.154,50.611,64.541,63.99,65.339,62.387,62.293,66.154,51.093,70.476,70.047,70.106,64.788,48.278,58.519,39.555
MCH-044,H,296.8,306.52,1301,36.36,12,0,no_failure,49.616,38.223,64.59,43.693,46.351,40.586,75.179,56.496,59.792,73.672,54.006,66.988,48.296,39.952,62.981,74.924,43.82,42.588,46.512,51.056,61.972,49.182,77.365,48.785,74.361,77.249,56.428,68.169,51.079,60.521,85.096,74.223,69.093,48.26,41.973,50.506,52.417,51.49,58.142,59,55.945,52.944,68.835,57.679,63.043,65.611,52.366,79.183,56.392,50.651,57.006,51.277,57.73,42.951,63.924,48.291,55.511,53.009,51.495,61.59,49.384,55.148,51.826,57.156,63.355,62.152,66.841,48.98,58.01,43.166,57.696,52.734,66.016,45.852,58.442,60.553,50.188,69.549,58.292,58.978,67.151,58.202,69.709,67.787,55.616,39.822,45.129,48.545,42.669,45.099,47.163,53.873,39.159,46.197,49.785,78.949,55.914,64.521,60.886,66.531,52.349,47.336
MCH-045,L,299.59,308.71,1495,21.22,105,1,power_failure,53.165,50.216,58.806,65.613,53.635,61.58,62.15,71.048,61.534,75.72,77.622,67.527,58.767,90.734,64.557,48.354,49.77,56.688,54.363,62.129,49.611,64.716,51.805,61.796,57.766,74.217,70.003,77.566,74.037,65.319,61.271,68.601,63.493,53.366,54.835,51.425,62.437,68.499,67.806,53.318,81.627,65.361,71.2,68.729,66.776,70.962,62.871,59.201,86.863,62.685,45.443,66.193,65.39,71.181,66.295,67.932,51.898,78.03,60.985,60.876,56.129,59.562,80.796,41.576,54.56,79.695,66.513,52.129,55.827,63.63,46.901,52.14,71.705,50.554,60.044,72.372,51.454,52.688,87.782,65.115,65.027,64.668,80.241,77.558,50.406,40.65,51.551,67.051,45.666,47.793,55.806,58.608,60.315,63.408,69.063,65.376,63.674,73.489,64.672,71.432,70.833,37.263
MCH-046,M,298,312.4,1166,69.41,234,1,overstrain_failure,58.437,37.844,61.702,32.724,53.154,61.039,51.78,73.72,57.819,72.701,58.013,73.109,77.17,72.362,70.347,74.629,67.318,36.318,59.07,56.951,52.93,45.625,56.438,68.202,51.134,66.226,69.345,53.178,73.435,63.966,63.813,69.583,96.315,44.713,50.599,63.793,47.706,69.316,41.441,56.965,65.332,66.887,86.931,62.358,65.518,67.23,79.095,64.654,51.035,76.814,39.619,67.092,44.499,47.504,52.15,58.632,69.37,68.16,77.506,51.216,72.068,57.18,73.859,59.271,73.362,62.071,72.348,64.68,58.447,54.813,54.297,49.442,50.489,66.611,57.974,58.399,45.321,65.581,40.783,70.387,67.368,68.872,77.718,49.415,54.153,56.634,68.533,53.45,50.885,53.619,73.493,86.349,37.293,71.043,56.254,60.907,87.873,83.984,54.562,82.586,63.071,61.803
MCH-047,M,297.32,307.08,1404,35.29,138,0,no_failure,51.656,44.298,55.876,47.977,53.714,46.977,60.069,67.593,58.649,68.92,58.611,55.493,76.146,66.47,63.261,58.65,43.154,79.649,37.023,65.33,69.312,47.654,54.806,79.522,55.451,58.015,45.965,44.731,39.466,61.372,57.299,62.197,56.637,45.346,46.856,35.684,52.732,67.222,72.074,58.201,45.628,60.352,63.39,58.685,56.589,67.97,72.618,64.317,71.616,72.772,54.14,51.685,52.338,37.799,49.273,62.135,40.529,80.506,55.937,69.04,63.301,57.228,58.249,72.356,48.321,65.475,64.061,62.821,36.753,57.171,43.145,48.121,35.596,61.511,60.864,57.312,40.593,55.947,69.69,47.292,57.858,43.744,62.259,84.913,47.35,53.157,57.908,65.767,64.385,56.463,55.286,55.858,82.843,78.702,66.06,61.628,57.417,64.459,49.892,70.373,67.278,57.25
MCH-048,L,299.13,309.49,1311,38.42,115,0,no_failure,54.674,47.814,54.011,64.096,54.717,59.773,49.67,76.719,72.454,53.764,71.597,46.012,52.388,57.679,64.857,78.831,47.361,46.214,49.257,63.544,63.786,56.611,59.516,77.859,55.339,61.945,67.29,62.275,71.763,72.287,48.255,56.811,53.033,44.76,47.759,44.439,52.422,57.049,62.501,47.141,48.458,58.289,58.979,43.428,50.057,54.674,68.364,65.491,68.59,51.644,54.916,51.102,57.7,38.927,63.283,67.217,56.365,63.909,71.022,64.258,57.883,45.974,48.025,50.841,66.826,71.221,70.488,46.477,43.084,44.575,57.949,58.411,49.924,76.607,54.309,56.174,54.721,59.597,84.069,68.297,42.538,79.321,73.12,63.308,45.774,50.562,58.196,58.956,61.251,55.915,56.297,66.534,66.348,55.048,52.953,47.71,70.826,61.926,87.198,74.601,59.212,38.214
MCH-049,L,300.41,311.41,1482,36.94,48,0,no_failure,55.162,55.015,60.013,53.879,54.475,49.025,58.355,46.878,54.592,71.551,66.486,49.854,65.714,65.559,78.065,60.762,35.221,55.553,71.896,57.18,63.65,51.908,56.903,64.413,52.887,65.99,48.909,34.769,55.41,63.151,58.823,72.141,63.132,69.337,54.47,50.362,45.553,39.402,48.789,66.572,67.938,55.332,80.215,35.794,62.589,52.373,76.313,59.019,62.239,75.37,45.335,52.755,54.39,54.652,52.567,48.8,57.031,55.616,51.473,61.77,58.066,74.523,68.331,82.858,51.653,93.207,85.551,64.012,58.891,40.284,63.081,48.231,64.005,64.161,48.427,69.595,66.511,64.463,75.467,73.562,61.12,55.299,42.872,60.467,47.547,62.491,57.276,39.411,42.686,60.76,56.537,70.378,74.965,93.832,49.006,68.233,49.441,70.233,67.974,81.013,64.246,52.04
MCH-050,M,299.44,308.52,1399,33.1,163,0,no_failure,50.431,57.064,51.164,45.619,55.134,67.417,51.483,60.223,40.646,55.644,65.287,61.705,55.795,71.964,67.302,58.633,54.338,49.65,59.333,60.624,53.457,60.658,34.416,44.803,58.446,47.54,63.344,47.841,58.994,58.254,60.421,67.314,53.313,35.071,45.813,40.804,78.834,39.924,52.086,67.76,64.032,65.312,64.564,68.527,75.942,47.8,49.149,48.552,49.444,68.737,39.787,54.568,38.152,63.121,66.748,61.76,61.63,74.778,66.471,55.968,50.804,59.679,59.54,83.662,70.009,64.328,59.258,58.23,32.67,42.172,57.282,39.81,64.114,56.507,74.02,55.352,65.101,76.427,54.294,65.101,63.515,50.889,85.04,68.815,59.203,40.942,54.4,48.603,36.562,64.88,50.138,53.385,69.027,61.228,49.452,43.534,65.824,47.134,74.116,58.077,73.815,54.166
MCH-051,H,302.23,311.58,1687,45.43,185,0,no_failure,58.721,75.545,43.381,48.477,62.535,60.54,66.544,58.794,76.283,56.455,47.892,55.209,54.787,44.958,64.283,61.085,43.548,56.387,48.607,43.202,58.857,47.215,63.967,69.643,54.662,63.747,74.308,71.109,73.271,57.534,67.84,58.942,72.991,33.393,37.666,68.226,47.527,31.014,59.991,63.739,48.388,47.59,76.436,55.457,47.271,56.595,66.126,72.916,72.571,76.64,43.806,39.439,74.259,60.806,55.173,65.215,54.149,86.543,78.293,69.542,59.261,62.613,45.31,88.384,56.526,68.615,80.266,34.16,45.389,54.638,47.711,48.494,63.847,31.888,46.007,53.569,56.82,55.615,68.831,70.899,57.815,70.734,61.877,68.251,44.651,56.519,53.691,57,54.691,62.12,52.213,63.554,76.044,51.116,63.03,52.573,54.652,51.936,54.511,61.756,79.461,44.895
MCH-052,L,297.73,308.33,1329,53.84,68,0,no_failure,44.658,65.939,42.534,50.32,51.919,62.234,63.676,50.578,32.054,50.129,66.413,58.619,61.217,58.412,71.636,71.471,50.674,53.627,41.513,43.903,40.005,58.838,70.151,53.896,55.747,63.443,71.445,50.381,67.187,57.311,65.025,56.526,39.124,48.981,58.345,46.997,49.684,45.381,60.324,47.587,55.068,73.07,56.323,62.584,55.482,42.932,44.365,63.373,61.133,59.231,56.922,53.906,55.643,53.213,51.94,50.655,37.983,46.474,60.582,77.002,59.21,70.819,41.346,77.81,68.516,76.212,64.8,45.209,43.927,47.077,63.967,51.665,46.476,48.047,46.79,53.087,70.669,51.369,45.626,61.644,55.028,73.004,49.344,82.049,57.418,36.378,61.478,67.249,70.473,56.708,55.228,50.111,52.9,33.037,54.849,52.018,62.925,54.997,68.757,57.494,63.342,76.695
MCH-053,H,298.67,313.08,1299,67.93,246,1,overstrain_failure,66.956,69.254,63.865,52.244,63.982,63.873,72.668,49.704,84.256,81.93,69.72,57.525,60.679,80.578,66.754,76.02,51.038,66.682,43.997,55.318,53.9,51.046,63.768,51.008,62.236,67.058,70.276,69.426,76.753,57.582,70.245,67.673,55.044,57.992,59.008,65.171,40.481,42.813,52.15,58.766,71.663,53.449,75.149,60.851,67.31,77.77,70.014,72.205,68.784,72.192,56.831,54.435,42.631,64.051,48.232,54.266,64.239,50.642,77.851,52.618,65.793,85.826,78.491,57.091,58.13,76.183,62.073,75.309,57.484,50.872,65.764,58.946,72.205,62.389,55.101,57.97,73.409,73.459,55.839,84.263,60.192,69.156,61.908,90.709,64.502,48.708,73.709,69.869,61.508,65.351,59.93,53.139,67.458,68.697,42.128,69.834,58.054,78.816,61.366,72.632,76.987,46.786
MCH-054,L,297.2,306.6,1587,32.51,96,0,no_failure,53.826,64.826,58.962,50.884,50.02,54.718,56.536,50.419,71.427,54.163,62.656,74.463,67.657,58.985,78.282,58.149,47.768,53.544,40.7,59.243,50.315,68.065,63.037,46.539,46.091,53.226,42.489,63.458,49.889,68.135,61.599,69.964,90.658,48.499,38.94,56.139,48.448,46.117,52.04,70.011,67.319,65.218,46.102,44.998,70.609,61.028,53.863,48.881,49.016,67.678,62.685,33.635,48.885,49.008,35.114,54.473,43.631,48.906,48.557,51.514,62.503,57.359,71.626,69.964,60.758,70.928,57.554,39.224,51.762,51.723,46.405,48.358,53.898,64.485,78.661,62.01,53.274,41.29,57.818,53.778,42.753,74.232,42.274,70.697,38.632,44.337,39.393,32.616,35.923,39.796,56.653,47.801,52.233,53.623,67.478,52.988,70.163,76.443,57.269,66.629,74.125,50.755
MCH-055,L,298.91,308.71,1912,31.4,5,0,no_failure,52.957,58.085,45.338,23.091,67.57,58.647,47.38,65.423,57.056,51.117,70.136,60.253,70.284,78.398,46.667,67.861,38.195,41.25,58.64,55.274,44.051,51.949,52.677,73.659,45.837,57.178,71.095,51.591,48.22,74.276,62.459,54.615,87.264,49.524,40.847,32.301,60.699,44.747,55.843,58.309,71.834,79.451,61.262,57.043,67.586,71.062,69.188,48.412,53.016,74.586,58.671,47.34,61.894,76.136,44.026,51.169,71.245,57.867,56.132,63.391,57.47,42.313,48.192,69.558,76.213,61.767,65.033,38.276,38.34,51.601,66.461,49.481,56.976,69.038,65.413,60.479,45.844,54.225,73.781,63.956,75.235,58.815,66.483,81.261,47.864,51.23,58.965,74.999,54.1,59.962,63.882,62.412,56.486,83.01,72.368,53.486,65.301,65.425,60.861,48.479,66.317,40.023
MCH-056,L,300.2,310.47,1412,50.27,41,0,no_failure,51.85,60.744,81.113,66.111,50.565,48.589,60.316,60.306,64.147,72.037,59.42,63.253,80.236,73.836,64.949,60.267,52.428,72.882,54.528,44.628,58.727,57.949,52.856,57.657,52.598,57.444,56.438,61.261,69.525,55.389,53.964,52.95,45.844,46.206,50.9,42.236,54.135,57.808,58.476,70.314,41.402,61.86,40.996,54.145,55.37,56.097,65.843,70.786,76.193,63.877,38.411,42.065,46.546,63.516,50.936,46.991,47.103,65.917,61.182,60.04,53.331,49.091,60.949,65.407,59.459,62.012,56.998,49.455,43.107,51.085,49.797,51.196,72.105,42.847,63.495,54.529,46.012,75.825,78.105,59.925,69.563,85.389,75.683,57.493,36.098,46.283,47.655,51.811,68.249,46.209,72.459,65.494,68.299,74.198,62.379,74.017,60.069,69.046,66.074,74.224,53.533,49.274
